"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.19961795606494748",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.02005730659025788",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.18911174785100288",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.045845272206303724",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.22922636103151864",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.5692454632282713",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.049665711556829036",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.1766953199617956",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.24641833810888253","a lot of harmonic artifacts that are not pleasing"
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.1069723018147087",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.049665711556829036",""
